representante,label,respuesta
Michelangelo,neutral,ahora eztamoz full kon otraz prioridadez
Michelangelo,negativa,"nop me intereza x ahora, grakiaz!"
Michelangelo,negativa,estamos con otro proveedor con contrato vigente
Leonardo,negativa,"Paso, gracias"
Donatello,neutral,aun npo hay proyekto
Donatello,positiva,podmz haser una reunión la zemana próxima.
Leonardo,neutral,lo veo bien pero no decido yo
Leonardo,neutral,tal vez máz adelante en el año.
Raphael,positiva,"Estoy libre el jueves, ¿les va bien?"
Donatello,positiva,"ezto npoz intereza, ¿tienen sazoz de uzo?"
Leonardo,positiva,me intereza explorar ezto máz a fondo.
Michelangelo,neutral,contactame más adelante
Leonardo,negativa,Ya tenemos proveedor
Raphael,negativa,"Hola, ya usamos algo similar"
Michelangelo,neutral,es interesante pero no tengo ancho ahora
Michelangelo,negativa,nop grakiaz
Donatello,negativa,no lo vemos prioritario
Michelangelo,neutral,me intereza pero nop ez el mejor timing
Leonardo,negativa,"Hola, ya usamos algo similar"
Raphael,positiva,"ezto npoz intereza, ¿tienen kazoz de uzo?"
Donatello,negativa,"nop, gracias!"
Raphael,neutral,lo veo bien pero no decido yo
Donatello,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Donatello,positiva,"ezto npoz intereza, ¿tienen kazoz de uzo?"
Leonardo,neutral,es interesante pero no tengo ancho ahora
Leonardo,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Michelangelo,neutral,revizalo kon el área de operakionez mejor
Donatello,neutral,hola! puede ke máz adelante zirva
Donatello,negativa,"nop ez konmigo, pero grakiaz"
Leonardo,positiva,Me interesa explorar esto más a fondo.
Michelangelo,neutral,me interesa pero no es el mejor timing
Raphael,negativa,"grkz, nop eztoy evaluando ezto"
Raphael,neutral,pongamozlo en ztandby
Donatello,neutral,está bueno pero no es urgente
Leonardo,neutral,Tal vez más adelante en el año.
Leonardo,positiva,estoy cc a mi colega que ve estos temas
Leonardo,neutral,FW: para revisión en planning de fin de año
Leonardo,positiva,Estoy interesado en avanzar con una demo.
Donatello,neutral,contactame más adelante
Raphael,positiva,agendemostracionz algo y lo evaluamoz son el ekipo.
Donatello,positiva,"zi dale, agendemostracionz 😊"
Leonardo,negativa,no aplica para nuestra operación actual
Donatello,negativa,"Hola, ya usamos algo similar"
Michelangelo,neutral,contactame más adelante
Donatello,negativa,"Gracias, pero no me interesa el servicio por ahora."
Donatello,negativa,"grcs, no estoy evaluando esto"
Leonardo,negativa,npo aplisa para nueztra operasión astual
Leonardo,negativa,No estoy interesado por el momento
Leonardo,neutral,aun no hay proyecto
Donatello,negativa,grcs pero no nos sirve
Leonardo,positiva,"zí, me pareke relevante para lo ke buzkamoz"
Michelangelo,neutral,tal vez máz adelante en el año.
Leonardo,positiva,"Sí, pasame link para agendar."
Leonardo,negativa,No gracias
Michelangelo,neutral,aun no hay proyecto
Donatello,positiva,estoy cc a mi colega que ve estos temas
Leonardo,negativa,"grasiaz, pero npo me intereza el zervisio x ahora."
Michelangelo,negativa,"Hola, ya usamos algo similar"
Leonardo,positiva,"rezpondo dezde el selu, agenden y lo veo"
Donatello,positiva,"ia lo hablé internamente, kieren avanzar"
Raphael,positiva,"eztoy libre el juevez, ¿lez va bien?"
Donatello,positiva,"sí, me parece relevante para lo que buscamos"
Leonardo,negativa,No estoy interesado por el momento
Michelangelo,negativa,nop eztoy interezado x el momento
Raphael,negativa,"no me interesa x ahora, gracias!"
Donatello,negativa,"grcs, no estoy evaluando esto"
Leonardo,neutral,FW: para revisión en planning de fin de año
Michelangelo,negativa,"Gracias, pero no me interesa el servicio por ahora."
Raphael,positiva,"RE: Me interesa la solución, avancen con demo"
Leonardo,positiva,eztoy ss a mi solega ke ve eztoz temaz
Raphael,negativa,no lo vemos prioritario
Michelangelo,neutral,lo veo bien pero npo desido yo
Leonardo,negativa,Nuestro foco está en otra área este año
Leonardo,negativa,lo analizamoz y nop ez lo ke buzkamoz
Leonardo,negativa,grcs pero no nos sirve
Leonardo,positiva,Podemos agendar algo para la próxima semana.
Leonardo,neutral,estamos en medio de otra implementación
Raphael,neutral,FW: para revisión en planning de fin de año
Donatello,negativa,lla tenemoz proveedor
Donatello,negativa,"grcs, no estoy evaluando esto"
Michelangelo,neutral,contactame más adelante
Leonardo,neutral,revizalo son el área de operasionez mejor
Leonardo,neutral,ahora eztamoz full son otraz prioridadez
Raphael,negativa,nop aplisa para nueztra operasión astual
Raphael,neutral,puede servirnos en otro momento
Leonardo,negativa,nop eztoy interezado x el momento
Michelangelo,positiva,podemostracionz haker una reunión la zemana próxima.
Leonardo,positiva,"sí, me parece relevante para lo que buscamos"
Donatello,neutral,aun no hay proyecto
Leonardo,positiva,"zí, pazame link para agndar."
Donatello,negativa,"Gracias por escribir, pero estamos bien así"
Leonardo,neutral,eztá buenop pero nop ez urgente
Raphael,neutral,puede servirnos en otro momento
Donatello,negativa,"nop me intereza x ahora, grasiaz!"
Leonardo,neutral,pongamozlo en ztandby
Raphael,neutral,ahora estamos full con otras prioridades
Donatello,positiva,"dale, zigamoz la konverzakión"
Raphael,positiva,me intereza explorar ezto máz a fondo.
Leonardo,positiva,"ya lo hablé internamente, quieren avanzar"
Donatello,negativa,No estoy interesado por el momento
Leonardo,positiva,"zi dale, agendemostracionz 😊"
Michelangelo,positiva,"si dale, agendemos 😊"
Leonardo,negativa,lo analizamoz y nop ez lo ke buzsamoz
Raphael,positiva,Podemos hacer una reunión la semana próxima.
Donatello,positiva,"sí, me parece relevante para lo que buscamos"
Donatello,neutral,es interesante pero no tengo ancho ahora
Michelangelo,positiva,"respondo desde el celu, agenden y lo veo"
Donatello,neutral,estamos en medio de otra implementación
Donatello,negativa,No estamos buscando alternativas en este momento
Leonardo,neutral,me interesa pero no es el mejor timing
Donatello,positiva,"suena interesante, me gustaria conocer más"
Leonardo,neutral,hablalo son mi solega (lo eztoy ss)
Leonardo,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Donatello,neutral,hola! puede ke máz adelante zirva
Donatello,neutral,tal vez máz adelante en el año.
Donatello,negativa,Ya tenemos proveedor
Donatello,positiva,"rezpondo dezde el selu, agenden y lo veo"
Leonardo,neutral,eztá buenpo pero npo ez urgente
Donatello,negativa,nop
Leonardo,positiva,"ya lo hablé internamente, quieren avanzar"
Leonardo,neutral,estamos en medio de otra implementación
Leonardo,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Raphael,negativa,Ya tenemos proveedor
Michelangelo,neutral,"estoy fuera de oficina, lo retomo luego"
Donatello,neutral,hablalo con mi colega (lo estoy cc)
Leonardo,neutral,lo vemos en Q3 probablemente
Donatello,negativa,"nopp, grasiaz!"
Leonardo,negativa,grcs pero no nos sirve
Leonardo,negativa,"grkz, npo eztoy evaluando ezto"
Donatello,negativa,"grasiaz x ezsribir, pero eztamoz bien azí"
Leonardo,negativa,"Hola, ya usamos algo similar"
Raphael,negativa,lo analizamos y no es lo que buscamos
Michelangelo,neutral,pongamozlo en ztandby
Michelangelo,negativa,"no es conmigo, pero gracias"
Michelangelo,positiva,"sí, me parece relevante para lo que buscamos"
Michelangelo,neutral,ahora estamos full con otras prioridades
Leonardo,negativa,No gracias
Donatello,negativa,"no me interesa x ahora, gracias!"
Donatello,neutral,eztamoz en medio de otra implementasión
Raphael,negativa,"no es conmigo, pero gracias"
Michelangelo,negativa,grkz pero npo npoz zirve
Leonardo,positiva,eztoy interezado en avanzar kon una demostracion.
Leonardo,positiva,"zí, reunámonopz. ¿tienen dizponibilidad ezta zemana?"
Leonardo,positiva,"dale, sigamos la conversación"
Leonardo,neutral,FW: para revisión en planning de fin de año
Leonardo,neutral,hola! puede ke máz adelante zirva
Leonardo,neutral,ahora estamos full con otras prioridades
Donatello,positiva,Podemos hacer una reunión la semana próxima.
Raphael,neutral,aun nop hay proyesto
Raphael,negativa,"npo ez sonmigo, pero grasiaz"
Donatello,positiva,"dale, sigamos la conversación"
Michelangelo,neutral,fw: para revizión en planning de fin de año
Leonardo,positiva,"suena interesante, me gustaria conocer más"
Donatello,positiva,"hola, grasiaz x ezsribirme. zí, me intereza."
Raphael,neutral,lo vemos en Q3 probablemente
Donatello,neutral,hablalo kon mi kolega (lo eztoy kk)
Donatello,positiva,"ia lo hablé internamente, kieren avanzar"
Raphael,positiva,"Dale, coordinemos una llamada para verlo."
Leonardo,positiva,Podemos hacer una reunión la semana próxima.
Donatello,negativa,eztamoz son otro proveedor son sontrato vigente
Leonardo,neutral,aun no hay proyecto
Leonardo,neutral,eztamoz en medio de otra implementasión
Michelangelo,neutral,aun no hay proyecto
Donatello,positiva,"eztoy libre el juevez, ¿lez va bien?"
Donatello,negativa,"grasiaz x ezsribir, pero eztamoz bien azí"
Donatello,neutral,lo vemoz en q3 probablemente
Donatello,negativa,grkz pero npo npoz zirve
Raphael,neutral,hola! puede que más adelante sirva
Raphael,positiva,Estoy interesado en avanzar con una demo.
Michelangelo,negativa,No estamos buscando alternativas en este momento
Raphael,negativa,No estoy interesado por el momento
Raphael,neutral,kontaktame máz adelante
Leonardo,negativa,"grkz, npo eztoy evaluando ezto"
Leonardo,neutral,aun npo hay proyekto
Raphael,positiva,Me interesa explorar esto más a fondo.
Michelangelo,positiva,"si dale, agendemos 😊"
Michelangelo,neutral,rezpondo rapido: nop tengo definikionez aún
Raphael,positiva,Podemos hacer una reunión la semana próxima.
Donatello,negativa,grcs pero no nos sirve
Donatello,positiva,"Sí, pasame link para agendar."
Leonardo,negativa,no aplica para nuestra operación actual
Donatello,negativa,"nop, gracias!"
Donatello,neutral,eztamoz enfosadoz en otro tipo de zolusionez
Donatello,negativa,npo eztoy interezado x el momento
Donatello,negativa,Ya tenemos proveedor
Raphael,neutral,ahora eztamoz full son otraz prioridadez
Leonardo,positiva,"zí, reunámonpoz. ¿tienen dizponibilidad ezta zemana?"
Raphael,neutral,puede servirnos en otro momento
Michelangelo,negativa,No gracias
Donatello,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Donatello,negativa,"Gracias por escribir, pero estamos bien así"
Leonardo,positiva,"zí, me pareke relevante para lo ke buzkamoz"
Michelangelo,neutral,hola! puede que más adelante sirva
Donatello,positiva,"Sí, pasame link para agendar."
Leonardo,negativa,grkz pero nop nopz zirve
Donatello,neutral,es interesante pero no tengo ancho ahora
Raphael,neutral,fw: para revizión en planning de fin de año
Leonardo,neutral,lo vemos en Q3 probablemente
Donatello,neutral,lo veo bien pero no decido yo
Leonardo,positiva,"Hola, gracias por escribirme. Sí, me interesa."
Donatello,positiva,"zí, me parese relevante para lo ke buzsamoz"
Leonardo,neutral,lo vemos en Q3 probablemente
Michelangelo,negativa,Nuestro foco está en otra área este año
Raphael,neutral,pongamoslo en standby
Donatello,neutral,es interesante pero no tengo ancho ahora
Leonardo,negativa,FW: no evaluamos nuevas soluciones este año
Michelangelo,positiva,"Sí, pasame link para agendar."
Raphael,neutral,tal vez máz adelante en el año.
Michelangelo,negativa,fw: npo evaluamoz nuevaz zolusionez ezte año
Raphael,negativa,nueztro foso eztá en otra área ezte año
Leonardo,neutral,"estoy fuera de oficina, lo retomo luego"
Leonardo,positiva,"eztoy libre el juevez, ¿lez va bien?"
Leonardo,neutral,hola! puede ke máz adelante zirva
Raphael,positiva,podmz agndar algo para la próxima zemana.
Raphael,positiva,"zí, me pareke relevante para lo ke buzkamoz"
Donatello,positiva,podemostracionz agndar algo para la próxima zemana.
Raphael,positiva,"sí, me parece relevante para lo que buscamos"
Donatello,neutral,lo veo bien pero no decido yo
Donatello,neutral,estamos enfocados en otro tipo de soluciones
Donatello,neutral,ahora eztamoz full kon otraz prioridadez
Donatello,positiva,"re: me intereza la zolusión, avansen son demostracion"
Michelangelo,positiva,Estoy interesado en avanzar con una demo.
Michelangelo,positiva,"Sí, pasame link para agendar."
Leonardo,negativa,npo
Raphael,positiva,Me interesa explorar esto más a fondo.
Raphael,neutral,pongamozlo en ztandby
Raphael,negativa,"npo ez konmigo, pero grakiaz"
Michelangelo,positiva,"hola, grakiaz x ezkribirme. zí, me intereza."
Leonardo,neutral,estamos enfocados en otro tipo de soluciones
Michelangelo,positiva,"Dale, coordinemos una llamada para verlo."
Donatello,neutral,contactame más adelante
Donatello,negativa,estamos con otro proveedor con contrato vigente
Leonardo,positiva,"dale, zigamoz la konverzakión"
Leonardo,positiva,Podemos agendar algo para la próxima semana.
Leonardo,positiva,"Estoy libre el jueves, ¿les va bien?"
Michelangelo,neutral,tal vez máz adelante en el año.
Michelangelo,neutral,lo veo bien pero nop dekido yo
Raphael,neutral,estamos enfocados en otro tipo de soluciones
Raphael,negativa,"no es conmigo, pero gracias"
Leonardo,positiva,"re: me intereza la zolukión, avanken kon demostracion"
Leonardo,neutral,es interesante pero no tengo ancho ahora
Michelangelo,negativa,No estoy interesado por el momento
Leonardo,positiva,"zí, me parese relevante para lo ke buzsamoz"
Leonardo,positiva,"hola, grasiaz x ezsribirme. zí, me intereza."
Donatello,negativa,"pazo, grasiaz"
Michelangelo,neutral,hola! puede que más adelante sirva
Raphael,negativa,nop eztamoz buzkando alternativaz en ezte momento
Michelangelo,positiva,"Me interesa, compartime más info por favor."
Leonardo,positiva,"Me interesa, compartime más info por favor."
Raphael,positiva,"zi dale, agendemostracionz 😊"
Raphael,negativa,No estoy interesado por el momento
Michelangelo,positiva,"Sí, pasame link para agendar."
Michelangelo,positiva,"dale, soordinemoz una llamada para verlo."
Leonardo,negativa,grcs pero no nos sirve
Michelangelo,negativa,"hola, ia uzamoz algo zimilar"
Donatello,positiva,me intereza explorar ezto máz a fondo.
Leonardo,neutral,eztá buenpo pero npo ez urgente
Donatello,neutral,eztá buenop pero nop ez urgente
Leonardo,neutral,pongamoslo en standby
Michelangelo,positiva,"Dale, coordinemos una llamada para verlo."
Donatello,negativa,No estoy interesado por el momento
Leonardo,positiva,"sí, me parece relevante para lo que buscamos"
Michelangelo,positiva,"dale, sigamos la conversación"
Leonardo,positiva,"me intereza, kompartime máz info x favor."
Leonardo,neutral,ahora estamos full con otras prioridades
Leonardo,negativa,nop
Raphael,negativa,"hola, ia uzamoz algo zimilar"
Donatello,negativa,"grasiaz x ezsribir, pero eztamoz bien azí"
Raphael,negativa,nop lo vemoz prioritario
Leonardo,positiva,podmz agndar algo para la próxima zemana.
Leonardo,negativa,"grsz, nop eztoy evaluando ezto"
Michelangelo,neutral,me interesa pero no es el mejor timing
Michelangelo,positiva,"Me interesa, compartime más info por favor."
Donatello,negativa,nop grakiaz
Leonardo,negativa,nop lo vemoz prioritario
Michelangelo,negativa,no lo vemos prioritario
Raphael,neutral,contactame más adelante
Donatello,neutral,aun npo hay proyesto
Donatello,neutral,está bueno pero no es urgente
Donatello,negativa,no aplica para nuestra operación actual
Donatello,positiva,"si dale, agendemos 😊"
Michelangelo,negativa,"no me interesa x ahora, gracias!"
Michelangelo,neutral,hablalo con mi colega (lo estoy cc)
Michelangelo,neutral,rezpondo rapido: npo tengo definisionez aún
Michelangelo,negativa,"nop, gracias!"
Leonardo,negativa,Nuestro foco está en otra área este año
Donatello,neutral,hablalo con mi colega (lo estoy cc)
Leonardo,positiva,"dale, sigamos la conversación"
Donatello,neutral,me intereza pero npo ez el mejor timing
Michelangelo,positiva,"zuena interezante, me guztaria konopker máz"
Raphael,negativa,estamos con otro proveedor con contrato vigente
Raphael,negativa,"nop, gracias!"
Donatello,neutral,pongamoslo en standby
Raphael,neutral,revizalo son el área de operasionez mejor
Raphael,negativa,"npo ez sonmigo, pero grasiaz"
Michelangelo,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Michelangelo,negativa,"pazo, grakiaz"
Donatello,neutral,estamos en medio de otra implementación
Raphael,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Leonardo,positiva,"dale, koordinemoz una llamada para verlo."
Michelangelo,positiva,Podemos hacer una reunión la semana próxima.
Raphael,positiva,"Sí, pasame link para agendar."
Raphael,positiva,Estoy interesado en avanzar con una demo.
Michelangelo,neutral,pongamoslo en standby
Raphael,positiva,Estoy interesado en avanzar con una demo.
Raphael,positiva,"RE: Me interesa la solución, avancen con demo"
Leonardo,neutral,respondo rapido: no tengo definiciones aún
Donatello,positiva,me intereza explorar ezto máz a fondo.
Leonardo,negativa,"grasiaz, pero nop me intereza el zervisio x ahora."
Leonardo,negativa,"nop, gracias!"
Leonardo,negativa,No estamos buscando alternativas en este momento
Leonardo,negativa,Nuestro foco está en otra área este año
Leonardo,negativa,"no me interesa x ahora, gracias!"
Michelangelo,neutral,estamos enfocados en otro tipo de soluciones
Leonardo,neutral,aun no hay proyecto
Michelangelo,neutral,me interesa pero no es el mejor timing
Leonardo,neutral,aun no hay proyecto
Leonardo,negativa,"pazo, grakiaz"
Leonardo,positiva,"Dale, coordinemos una llamada para verlo."
Donatello,neutral,me interesa pero no es el mejor timing
Leonardo,neutral,me interesa pero no es el mejor timing
Leonardo,positiva,"Me interesa, compartime más info por favor."
Leonardo,positiva,estoy cc a mi colega que ve estos temas
Donatello,positiva,Estoy interesado en avanzar con una demo.
Michelangelo,neutral,pongamozlo en ztandby
Michelangelo,negativa,Nuestro foco está en otra área este año
Raphael,negativa,"grcs, no estoy evaluando esto"
Raphael,neutral,"Gracias, lo tengo en el radar para el futuro"
Michelangelo,positiva,Estoy interesado en avanzar con una demo.
Leonardo,neutral,Tal vez más adelante en el año.
Donatello,positiva,"Me interesa, compartime más info por favor."
Michelangelo,negativa,"nop ez sonmigo, pero grasiaz"
Donatello,negativa,"grcs, no estoy evaluando esto"
Leonardo,negativa,No
Michelangelo,negativa,eztamoz son otro proveedor son sontrato vigente
Leonardo,positiva,"si dale, agendemos 😊"
Raphael,neutral,ahora estamos full con otras prioridades
Michelangelo,negativa,"npo me intereza x ahora, grakiaz!"
Donatello,positiva,"Dale, coordinemos una llamada para verlo."
Michelangelo,positiva,"sí, me parece relevante para lo que buscamos"
Raphael,negativa,"nop me intereza x ahora, grakiaz!"
Donatello,negativa,Nuestro foco está en otra área este año
Donatello,negativa,estamos con otro proveedor con contrato vigente
Raphael,neutral,pongamozlo en ztandby
Donatello,neutral,lo vemoz en q3 probablemente
Donatello,negativa,lo analizamoz y npo ez lo ke buzkamoz
Leonardo,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Leonardo,negativa,Nuestro foco está en otra área este año
Donatello,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Leonardo,negativa,grcs pero no nos sirve
Michelangelo,positiva,"hola, grasiaz x ezsribirme. zí, me intereza."
Michelangelo,neutral,hablalo con mi colega (lo estoy cc)
Michelangelo,neutral,lo veo bien pero nop desido yo
Leonardo,neutral,pongamoslo en standby
Donatello,positiva,me intereza explorar ezto máz a fondo.
Raphael,neutral,respondo rapido: no tengo definiciones aún
Raphael,positiva,"dale, sigamos la conversación"
Michelangelo,negativa,lo analizamos y no es lo que buscamos
Leonardo,positiva,eztoy kk a mi kolega ke ve eztoz temaz
Donatello,positiva,"zuena interezante, me guztaria sonposer máz"
Leonardo,negativa,No estoy interesado por el momento
Raphael,neutral,es interesante pero no tengo ancho ahora
Raphael,positiva,"Me interesa, compartime más info por favor."
Raphael,positiva,"Me interesa, compartime más info por favor."
Michelangelo,negativa,"pazo, grasiaz"
Raphael,neutral,está bueno pero no es urgente
Donatello,negativa,npo
Raphael,positiva,Podemos hacer una reunión la semana próxima.
Leonardo,negativa,"Gracias, pero no me interesa el servicio por ahora."
Donatello,positiva,"eztoy libre el juevez, ¿lez va bien?"
Raphael,neutral,pongamoslo en standby
Donatello,positiva,"Me interesa, compartime más info por favor."
Michelangelo,neutral,pongamoslo en standby
Leonardo,positiva,"zí, pazame link para agendaar."
Leonardo,negativa,No gracias
Donatello,negativa,"grakiaz, pero nop me intereza el zervikio x ahora."
Leonardo,negativa,lla tenemoz proveedor
Leonardo,positiva,"hola, grakiaz x ezkribirme. zí, me intereza."
Raphael,neutral,rezpondo rapido: nop tengo definikionez aún
Donatello,negativa,grcs pero no nos sirve
Leonardo,neutral,"grasiaz, lo tengo en el radar para el futuro"
Leonardo,positiva,"me intereza, kompartime máz info x favor."
Michelangelo,negativa,nop eztoy interezado x el momento
Leonardo,positiva,"Me interesa, compartime más info por favor."
Raphael,negativa,"no es conmigo, pero gracias"
Leonardo,neutral,respondo rapido: no tengo definiciones aún
Donatello,positiva,"hola, grakiaz x ezkribirme. zí, me intereza."
Donatello,negativa,fw: nop evaluamoz nuevaz zolukionez ezte año
Leonardo,positiva,eztoy ss a mi solega ke ve eztoz temaz
Leonardo,positiva,Estoy interesado en avanzar con una demo.
Raphael,negativa,No estamos buscando alternativas en este momento
Michelangelo,neutral,pongamoslo en standby
Raphael,positiva,"sí, me parece relevante para lo que buscamos"
Raphael,positiva,"zuena interezante, me guztaria konopker máz"
Leonardo,positiva,"Me interesa, compartime más info por favor."
Michelangelo,neutral,eztamoz en medio de otra implementasión
Donatello,negativa,"hola, ia uzamoz algo zimilar"
Donatello,negativa,grcs pero no nos sirve
Donatello,positiva,eztoy ss a mi solega ke ve eztoz temaz
Donatello,positiva,"dale, sigamos la conversación"
Leonardo,negativa,"nop, gracias!"
Leonardo,neutral,"grakiaz, lo tengo en el radar para el futuro"
Leonardo,positiva,"Me interesa, compartime más info por favor."
Leonardo,positiva,"rezpondo dezde el selu, agenden y lo veo"
Donatello,negativa,No
Donatello,negativa,estamos con otro proveedor con contrato vigente
Leonardo,negativa,"nop, gracias!"
Michelangelo,neutral,"estoy fuera de oficina, lo retomo luego"
Donatello,negativa,No estoy interesado por el momento
Michelangelo,neutral,hablalo kon mi kolega (lo eztoy kk)
Michelangelo,neutral,revisalo con el área de operaciones mejor
Raphael,neutral,lo vemos en Q3 probablemente
Donatello,neutral,ahora estamos full con otras prioridades
Raphael,positiva,podemostracionz agendaar algo para la próxima zemana.
Donatello,negativa,"Gracias, pero no me interesa el servicio por ahora."
Leonardo,negativa,"grcs, no estoy evaluando esto"
Raphael,negativa,nop eztamoz buzkando alternativaz en ezte momento
Leonardo,negativa,"grkz, nop eztoy evaluando ezto"
Leonardo,positiva,Podemos hacer una reunión la semana próxima.
Donatello,positiva,estoy cc a mi colega que ve estos temas
Leonardo,negativa,"no es conmigo, pero gracias"
Michelangelo,negativa,"grsz, nop eztoy evaluando ezto"
Donatello,negativa,grcs pero no nos sirve
Michelangelo,positiva,estoy cc a mi colega que ve estos temas
Raphael,negativa,lo analizamos y no es lo que buscamos
Michelangelo,neutral,está bueno pero no es urgente
Leonardo,neutral,ahora estamos full con otras prioridades
Donatello,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Michelangelo,positiva,Podemos agendar algo para la próxima semana.
Leonardo,negativa,fw: npo evaluamoz nuevaz zolusionez ezte año
Michelangelo,positiva,"dale, soordinemoz una llamada para verlo."
Raphael,negativa,"hola, lla uzamoz algo zimilar"
Donatello,negativa,"hola, ia uzamoz algo zimilar"
Leonardo,neutral,Tal vez más adelante en el año.
Leonardo,positiva,Agendemos algo y lo evaluamos con el equipo.
Leonardo,neutral,ez interezante pero nop tengo ansho ahora
Donatello,negativa,"no me interesa x ahora, gracias!"
Raphael,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Michelangelo,positiva,eztoy ss a mi solega ke ve eztoz temaz
Michelangelo,negativa,No gracias
Donatello,negativa,nop eztoy interezado x el momento
Leonardo,neutral,revizalo son el área de operasionez mejor
Michelangelo,negativa,Ya tenemos proveedor
Leonardo,positiva,"Sí, reunámonos. ¿Tienen disponibilidad esta semana?"
Raphael,negativa,no lo vemos prioritario
Donatello,negativa,FW: no evaluamos nuevas soluciones este año
Raphael,negativa,Ya tenemos proveedor
Leonardo,negativa,"nop ez konmigo, pero grakiaz"
Michelangelo,negativa,"hola, lla uzamoz algo zimilar"
Donatello,positiva,Estoy interesado en avanzar con una demo.
Leonardo,negativa,"Gracias, pero no me interesa el servicio por ahora."
Leonardo,negativa,No gracias
Leonardo,positiva,podmz haker una reunión la zemana próxima.
Michelangelo,negativa,"Gracias por escribir, pero estamos bien así"
Michelangelo,neutral,ahora eztamoz full son otraz prioridadez
Leonardo,positiva,"re: me intereza la zolukión, avanken kon dm"
Michelangelo,neutral,eztamoz en medio de otra implementakión
Raphael,positiva,"eztoy libre el juevez, ¿lez va bien?"
Donatello,negativa,nueztro foko eztá en otra área ezte año
Leonardo,neutral,lo veo bien pero no decido yo
Donatello,negativa,nueztro foso eztá en otra área ezte año
Leonardo,negativa,grcs pero no nos sirve
Donatello,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Raphael,negativa,no aplica para nuestra operación actual
Leonardo,positiva,"ya lo hablé internamente, quieren avanzar"
Leonardo,neutral,Tal vez más adelante en el año.
Michelangelo,negativa,"hola, ia uzamoz algo zimilar"
Donatello,positiva,estoy cc a mi colega que ve estos temas
Donatello,negativa,No estamos buscando alternativas en este momento
Leonardo,neutral,FW: para revisión en planning de fin de año
Raphael,negativa,No
Raphael,negativa,lo analizamoz y npo ez lo ke buzkamoz
Donatello,neutral,ahora eztamoz full son otraz prioridadez
Leonardo,negativa,lo analizamos y no es lo que buscamos
Michelangelo,negativa,"no me interesa x ahora, gracias!"
Donatello,positiva,eztoy kk a mi kolega ke ve eztoz temaz
Leonardo,positiva,"Dale, coordinemos una llamada para verlo."
Donatello,neutral,puede servirnos en otro momento
Leonardo,negativa,lo analizamoz y npo ez lo ke buzkamoz
Michelangelo,negativa,No estamos buscando alternativas en este momento
Donatello,negativa,no lo vemos prioritario
Leonardo,positiva,"Esto nos interesa, ¿tienen casos de uso?"
Raphael,neutral,puede servirnos en otro momento
Raphael,negativa,"pazo, grakiaz"
Michelangelo,neutral,eztamoz en medio de otra implementakión
Raphael,negativa,estamos con otro proveedor con contrato vigente
Leonardo,negativa,estamos con otro proveedor con contrato vigente
Michelangelo,positiva,"lla lo hablé internamente, kieren avanzar"
Michelangelo,negativa,"Paso, gracias"
Michelangelo,neutral,fw: para revizión en planning de fin de año
Raphael,positiva,Podemos hacer una reunión la semana próxima.
Michelangelo,negativa,fw: npo evaluamoz nuevaz zolusionez ezte año
Leonardo,positiva,"respondo desde el celu, agenden y lo veo"
Donatello,negativa,No estamos buscando alternativas en este momento
Donatello,neutral,fw: para revizión en planning de fin de año
Leonardo,negativa,nop
Michelangelo,positiva,"Dale, coordinemos una llamada para verlo."
Leonardo,negativa,"Gracias, pero no me interesa el servicio por ahora."
Donatello,positiva,"zuena interezante, me guztaria konopker máz"
Raphael,neutral,"Gracias, lo tengo en el radar para el futuro"
Raphael,neutral,rezpondo rapido: npo tengo definisionez aún
Leonardo,negativa,nop eztoy interezado x el momento
Leonardo,positiva,"dale, sigamos la conversación"
Michelangelo,neutral,lo veo bien pero no decido yo
Michelangelo,positiva,"zí, me parese relevante para lo ke buzsamoz"
Michelangelo,neutral,puede servirnos en otro momento
Michelangelo,neutral,revisalo con el área de operaciones mejor
Raphael,positiva,"Estoy libre el jueves, ¿les va bien?"
Donatello,negativa,"Gracias por escribir, pero estamos bien así"
Donatello,negativa,"Paso, gracias"
Donatello,positiva,"Me interesa, compartime más info por favor."
Leonardo,neutral,FW: para revisión en planning de fin de año
Leonardo,neutral,pongamoslo en standby
Raphael,neutral,"Gracias, lo tengo en el radar para el futuro"
Leonardo,negativa,estamos con otro proveedor con contrato vigente
Raphael,positiva,"sí, me parece relevante para lo que buscamos"
Donatello,positiva,eztoy kk a mi kolega ke ve eztoz temaz
Raphael,negativa,FW: no evaluamos nuevas soluciones este año
Michelangelo,neutral,lo veo bien pero npo desido yo
Michelangelo,neutral,está bueno pero no es urgente
Leonardo,negativa,"grasiaz x ezsribir, pero eztamoz bien azí"
Michelangelo,neutral,estamos enfocados en otro tipo de soluciones
Leonardo,positiva,"dale, zigamoz la sonverzasión"
